Date,Currency,Open,High,Low,Close,Volume
2018-05-20 00:00:00,USD,8240.01,8240.01,8181.37,8199.54,70.60228951
2018-05-20 01:00:00,USD,8199.54,8219.99,8168.01,8219.99,16.89485321
2018-05-20 02:00:00,USD,8219.99,8284.97,8219.5,8280.5,58.12320160000001
2018-05-20 03:00:00,USD,8280.5,8288.0,8249.99,8250.03,7.0189803070000005
2018-05-20 04:00:00,USD,8250.03,8273.34,8240.0,8250.0,13.75629066
2018-05-20 05:00:00,USD,8250.0,8268.87,8240.03,8249.52,7.516655253
2018-05-20 06:00:00,USD,8249.52,8272.45,8248.0,8250.01,4.622833655
2018-05-20 07:00:00,USD,8250.01,8269.99,8232.34,8268.49,5.816529952000001
2018-05-20 08:00:00,USD,8268.49,8293.24,8247.4,8285.0,47.10975527
2018-05-20 09:00:00,USD,8285.0,8353.0,8277.24,8348.5,42.01918264
2018-05-20 10:00:00,USD,8348.5,8362.97,8334.49,8339.16,14.19545969
2018-05-20 11:00:00,USD,8339.16,8354.3,8333.0,8334.07,1.81961013
2018-05-20 12:00:00,USD,8334.07,8356.0,8287.53,8320.0,37.97435163
2018-05-20 13:00:00,USD,8320.0,8333.65,8289.99,8316.11,5.914526526
2018-05-20 14:00:00,USD,8316.11,8356.59,8316.1,8349.0,14.74931287
2018-05-20 15:00:00,USD,8349.0,8380.0,8346.15,8375.0,13.92167691
2018-05-20 16:00:00,USD,8375.0,8533.05,8374.99,8486.5,305.745832
2018-05-20 17:00:00,USD,8486.5,8527.0,8463.88,8507.0,68.38598352
2018-05-20 18:00:00,USD,8507.0,8550.07,8506.99,8513.0,73.05093552
2018-05-20 19:00:00,USD,8513.0,8519.0,8478.09,8512.73,44.96430878
2018-05-20 20:00:00,USD,8512.73,8600.0,8508.41,8553.47,67.62832298
2018-05-20 21:00:00,USD,8553.47,8573.21,8503.0,8514.23,52.45829802
2018-05-20 22:00:00,USD,8514.23,8545.66,8472.0,8487.46,40.76764022
2018-05-20 23:00:00,USD,8487.46,8520.0,8487.46,8515.17,26.470445299999998
2018-05-21 00:00:00,USD,8515.17,8544.31,8457.6,8471.0,48.5327932
2018-05-21 01:00:00,USD,8471.0,8484.23,8431.85,8444.48,124.49003970000001
2018-05-21 02:00:00,USD,8444.48,8519.54,8444.48,8501.35,42.97849687
2018-05-21 03:00:00,USD,8501.35,8516.4,8482.53,8491.0,37.46557574
2018-05-21 04:00:00,USD,8491.0,8524.0,8485.47,8510.0,17.45981424
2018-05-21 05:00:00,USD,8510.0,8519.5,8504.98,8505.63,11.45373438
2018-05-21 06:00:00,USD,8505.63,8588.0,8485.0,8546.33,74.87992636
2018-05-21 07:00:00,USD,8546.33,8587.92,8510.83,8530.01,155.2173281
2018-05-21 08:00:00,USD,8530.01,8530.01,8484.0,8513.66,32.11194144
2018-05-21 09:00:00,USD,8513.66,8513.66,8475.0,8476.5,9.73793557
2018-05-21 10:00:00,USD,8476.5,8488.17,8438.89,8469.41,47.29735933
2018-05-21 11:00:00,USD,8469.41,8492.0,8442.95,8482.51,31.4671584
2018-05-21 12:00:00,USD,8482.51,8504.72,8470.01,8499.39,10.03316228
2018-05-21 13:00:00,USD,8499.39,8503.01,8474.45,8491.1,11.88855883
2018-05-21 14:00:00,USD,8491.1,8491.1,8363.96,8409.15,219.3578938
2018-05-21 15:00:00,USD,8409.15,8418.0,8383.31,8412.0,31.74703773
2018-05-21 16:00:00,USD,8412.0,8414.98,8369.05,8388.2,111.82810049999999
2018-05-21 17:00:00,USD,8388.2,8400.0,8378.65,8378.65,47.173753600000005
2018-05-21 18:00:00,USD,8378.65,8378.88,8315.49,8349.05,174.83212949999998
2018-05-21 19:00:00,USD,8349.05,8384.86,8349.0,8373.59,99.33077288
2018-05-21 20:00:00,USD,8373.59,8426.12,8366.86,8396.78,501.7953267
2018-05-21 21:00:00,USD,8396.78,8417.5,8374.01,8380.0,34.98559774
