Date,Currency,Open,High,Low,Close,Volume BTC,Volume USD
2019-05-30,BTC,8659.18,9094.51,8000.0,8273.76,4602.24,39405604.11
2019-05-31,BTC,8273.76,8554.96,8114.72,8516.2,2416.2,20222979.67
2019-06-01,BTC,8516.2,8621.0,8458.34,8566.1,641.3,5483092.32
2019-06-02,BTC,8566.1,8831.69,8546.38,8745.75,505.65,4397819.2
2019-06-03,BTC,8745.75,8745.75,8030.32,8110.99,2748.44,23018359.18
2019-06-04,BTC,8110.99,8110.99,7440.83,7682.81,6700.56,52363586.43
2019-06-05,BTC,7682.81,7923.98,7570.65,7791.42,1914.1,14866239.17
2019-06-06,BTC,7791.42,7876.91,7450.0,7801.0,1396.41,10729066.54
2019-06-07,BTC,7801.0,8130.0,7766.0,8002.98,1726.06,13745563.26
2019-06-08,BTC,8002.98,8058.34,7787.78,7936.35,428.02,3387033.93
2019-06-09,BTC,7936.35,7962.68,7510.0,7643.46,586.97,4524910.5
2019-06-10,BTC,7643.46,8095.19,7525.67,8024.35,1339.71,10598733.14
2019-06-11,BTC,8024.35,8056.23,7710.12,7920.63,1084.97,8543584.1
2019-06-12,BTC,7920.63,8290.2,7826.63,8176.44,1842.96,14960297.53
2019-06-13,BTC,8176.44,8329.13,8048.33,8256.09,971.21,7973955.55
2019-06-14,BTC,8256.09,8729.17,8185.0,8699.71,1508.91,12721601.77
2019-06-15,BTC,8699.71,8911.6,8627.97,8853.3,920.94,8066115.81
2019-06-16,BTC,8853.3,9386.98,8800.04,8989.89,3091.45,28115796.41
2019-06-17,BTC,8989.89,9472.0,8977.38,9331.03,2980.05,27579721.71
2019-06-18,BTC,9331.03,9360.74,8930.45,9084.31,2560.82,23356172.21
2019-06-19,BTC,9084.31,9324.25,9039.34,9282.65,2017.16,18441752.37
2019-06-20,BTC,9282.65,9605.44,9211.96,9534.88,1988.86,18731396.88
2019-06-21,BTC,9534.88,10243.82,9532.61,10233.92,3004.88,29641395.42
2019-06-22,BTC,10233.92,11201.0,10085.83,10676.48,5157.34,55101511.44
2019-06-23,BTC,10676.48,11200.0,10490.0,10842.82,1833.2,19739732.25
2019-06-24,BTC,10842.82,11090.0,10531.2,11035.0,2015.97,21872075.9
2019-06-25,BTC,11035.0,11791.53,11000.48,11759.9,3011.26,34134572.62
2019-06-26,BTC,11759.9,13858.37,11454.8,12936.45,10928.35,138561002.61
2019-06-27,BTC,12936.45,13359.99,10299.0,11143.74,9062.65,104698562.75
2019-06-28,BTC,11143.74,12436.0,10738.17,12388.24,3871.68,45240001.55
2019-06-29,BTC,12388.24,12388.24,11200.0,11885.94,2819.35,33306314.31
2019-06-30,BTC,11885.94,12197.03,10642.07,10746.0,3327.58,37480404.66
2019-07-01,BTC,10746.0,11199.59,9960.0,10451.1,5301.52,55874250.19
2019-07-02,BTC,10451.1,10915.95,9653.0,10833.82,3877.44,40051728.82
2019-07-03,BTC,10833.82,12023.24,10833.82,11987.32,4604.8,52462719.44
2019-07-04,BTC,11987.32,12052.86,11040.0,11144.85,2539.09,29605721.52
2019-07-05,BTC,11144.85,11441.84,10760.1,10997.3,2095.27,23254456.66
2019-07-06,BTC,10997.3,11722.58,10993.85,11242.22,1148.1,13112321.16
2019-07-07,BTC,11242.22,11624.88,11086.72,11475.07,828.14,9408644.03
2019-07-08,BTC,11475.07,12400.0,11332.52,12307.13,2406.04,28739475.55
2019-07-09,BTC,12307.13,12832.83,12122.51,12570.42,3496.33,43658786.73
2019-07-10,BTC,12570.42,13186.9,11536.35,12097.34,6346.41,78559413.01
2019-07-11,BTC,12097.34,12097.34,10963.27,11320.13,4685.24,53939623.31
2019-07-12,BTC,11319.42,11947.85,11082.55,11776.4,1796.69,20810164.59
2019-07-13,BTC,11776.4,11847.0,10791.73,11374.76,2235.16,25120178.26
2019-07-14,BTC,11374.76,11458.2,10095.0,10200.8,2302.37,24473609.99
2019-07-15,BTC,10200.8,11088.44,9862.89,10850.0,3214.98,33424877.9
2019-07-16,BTC,10850.0,11030.0,9358.0,9429.05,5348.53,53519126.64
2019-07-17,BTC,9429.05,9981.23,9074.0,9703.58,3948.51,37629170.72
2019-07-18,BTC,9703.58,10795.01,9290.0,10647.85,4253.13,43129377.04
2019-07-19,BTC,10647.85,10762.5,10102.06,10535.46,2046.58,21366864.92
2019-07-20,BTC,10535.46,11122.83,10373.71,10753.17,2035.8,21875586.14
2019-07-21,BTC,10753.17,10827.08,10330.0,10590.0,1126.18,11910545.61
2019-07-22,BTC,10590.0,10700.0,10065.67,10326.64,2168.4,22425307.96
2019-07-23,BTC,10326.64,10327.38,9807.7,9842.72,2143.54,21508362.75
2019-07-24,BTC,9842.72,9911.76,9509.0,9770.17,2073.98,20106456.91
2019-07-25,BTC,9770.17,10183.37,9743.3,9910.54,1479.11,14804115.44
2019-07-26,BTC,9910.54,9945.23,9652.01,9851.02,1331.69,13024917.35
2019-07-27,BTC,9851.02,10240.45,9300.0,9478.3,2757.26,26618168.46
2019-07-28,BTC,9478.3,9635.45,9110.61,9523.42,1351.67,12754755.61
2019-07-29,BTC,9523.42,9720.0,9362.5,9504.23,1252.11,11909747.45
2019-07-30,BTC,9504.23,9794.65,9374.5,9599.07,1266.75,12190584.07
2019-07-31,BTC,9599.07,10130.58,9577.65,10079.54,1380.01,13705760.92
2019-08-01,BTC,10079.54,10490.86,9893.06,10409.99,1342.2,13656281.27
2019-08-02,BTC,10409.99,10677.32,10334.51,10528.81,2161.49,22710886.38
2019-08-03,BTC,10528.81,10922.41,10512.32,10817.34,1264.45,13578463.94
2019-08-04,BTC,10817.34,11085.34,10580.0,10975.0,948.33,10310198.9
2019-08-05,BTC,10975.0,11950.0,10975.0,11815.28,2362.19,27509110.08
2019-08-06,BTC,11815.28,12321.01,11205.72,11464.34,3586.66,42115688.5
2019-08-07,BTC,11464.34,12141.68,11390.14,11972.53,3583.16,42034544.56
2019-08-08,BTC,11972.53,12018.99,11468.19,11841.61,1226.61,14347239.78
2019-08-09,BTC,11843.87,11961.74,11653.87,11857.08,1530.48,18065379.11
2019-08-10,BTC,11857.08,11973.68,11175.0,11284.24,2708.47,30958227.19
2019-08-11,BTC,11284.24,11577.38,11091.75,11527.27,849.56,9624658.96
2019-08-12,BTC,11527.27,11550.99,11226.82,11381.51,828.44,9426214.53
2019-08-13,BTC,11381.51,11444.13,10750.0,10857.49,2259.65,24871234.47
2019-08-14,BTC,10857.49,10858.51,9896.53,10016.88,3454.39,35649467.85
2019-08-15,BTC,10016.88,10445.74,9477.52,10297.86,4401.98,43998639.29
2019-08-16,BTC,10297.86,10539.73,9739.58,10360.22,2266.37,22939856.93
2019-08-17,BTC,10360.22,10465.37,9981.77,10198.84,483.0,4935422.49
2019-08-18,BTC,10198.84,10508.93,10082.79,10317.97,637.52,6586778.6
2019-08-19,BTC,10317.97,10931.51,10279.9,10919.99,1580.24,16872487.03
2019-08-20,BTC,10919.99,10950.0,10560.15,10747.06,894.4,9615670.85
2019-08-21,BTC,10747.06,10806.64,9842.51,10132.44,3066.63,31211146.68
2019-08-22,BTC,10132.44,10230.57,9759.62,10164.82,1417.56,14128687.08
2019-08-23,BTC,10164.82,10477.0,10056.5,10408.14,1407.79,14574367.25
2019-08-24,BTC,10408.14,10433.49,9888.0,10151.83,1409.69,14191334.73
2019-08-25,BTC,10151.83,10370.71,9907.5,10135.59,1085.76,10955510.62
2019-08-26,BTC,10135.59,10662.57,10135.59,10367.23,2655.77,27655506.75
2019-08-27,BTC,10367.23,10379.19,10026.73,10175.8,1058.26,10754088.23
2019-08-28,BTC,10175.8,10290.69,9512.5,9726.85,3434.06,33607083.44
2019-08-29,BTC,9726.85,9726.85,9290.3,9488.28,1984.22,18806695.1
2019-08-30,BTC,9488.28,9696.3,9348.37,9581.96,1076.62,10276519.55
2019-08-31,BTC,9581.96,9699.0,9443.87,9604.43,375.44,3596661.49
2019-09-01,BTC,9604.43,9839.6,9543.86,9773.12,402.63,3891384.21
2019-09-02,BTC,9773.12,10480.47,9750.92,10392.28,1229.01,12458747.63
2019-09-03,BTC,10392.28,10775.31,10292.88,10625.2,1812.23,19192642.75
2019-09-04,BTC,10625.2,10830.0,10380.42,10584.13,1470.32,15567690.42
2019-09-05,BTC,10584.13,10656.52,10458.71,10600.0,808.18,8528024.37
2019-09-06,BTC,10600.0,10972.06,10185.68,10351.0,3250.89,34342501.52
2019-09-07,BTC,10351.0,10568.67,10330.0,10483.37,656.04,6842717.34
2019-09-08,BTC,10483.37,10593.92,10227.75,10406.94,477.84,4969512.09
2019-09-09,BTC,10406.94,10542.55,10067.5,10313.99,1323.33,13627271.9
2019-09-10,BTC,10313.99,10392.72,9925.0,10100.0,1143.71,11530517.16
2019-09-11,BTC,10100.0,10308.15,9866.43,10161.12,1137.39,11485136.14
2019-09-12,BTC,10161.12,10465.63,10033.92,10432.63,832.65,8561171.19
2019-09-13,BTC,10432.63,10454.48,10156.59,10359.27,833.16,8581848.02
2019-09-14,BTC,10359.27,10444.02,10232.04,10360.29,288.31,2986871.05
2019-09-15,BTC,10360.29,10386.6,10271.0,10314.68,322.41,3325590.24
2019-09-16,BTC,10314.68,10375.66,10087.5,10271.26,1159.35,11849977.22
2019-09-17,BTC,10271.26,10282.91,10139.73,10192.0,661.45,6760798.55
2019-09-18,BTC,10192.0,10262.52,9900.0,10162.8,1758.53,17848742.91
2019-09-19,BTC,10162.8,10385.31,9592.5,10239.97,2523.2,25233373.42
2019-09-20,BTC,10239.97,10274.9,10057.55,10168.86,925.3,9402772.44
2019-09-21,BTC,10168.86,10171.0,9922.51,9980.93,471.15,4721665.12
2019-09-22,BTC,9980.93,10091.19,9849.09,10031.31,326.62,3253066.48
2019-09-23,BTC,10031.31,10047.83,9615.75,9693.28,2114.59,20720560.84
2019-09-24,BTC,9693.28,9776.27,7991.18,8543.36,9639.39,83653880.08
2019-09-25,BTC,8543.36,8745.0,8221.21,8431.9,2894.52,24390800.24
2019-09-26,BTC,8431.9,8458.43,7718.0,8065.1,5752.48,46120162.04
2019-09-27,BTC,8065.1,8281.99,7860.0,8197.0,1713.69,13772810.94
2019-09-28,BTC,8197.0,8347.44,8022.5,8227.28,1064.94,8720080.65
2019-09-29,BTC,8227.28,8242.6,7906.15,8056.19,730.91,5862130.88
2019-09-30,BTC,8056.19,8368.45,7705.5,8301.76,2580.78,20925405.99
2019-10-01,BTC,8301.76,8531.25,8201.64,8330.62,1640.46,13721824.11
2019-10-02,BTC,8330.62,8395.0,8180.0,8384.51,1705.78,14097119.58
2019-10-03,BTC,8384.51,8411.2,8069.51,8206.45,1186.98,9736294.69
2019-10-04,BTC,8206.45,8239.63,8000.0,8157.3,864.02,7033721.77
2019-10-05,BTC,8157.3,8196.66,8028.88,8150.97,234.18,1900266.7
2019-10-06,BTC,8150.97,8169.73,7778.7,7860.01,999.06,7921427.26
2019-10-07,BTC,7860.01,8311.11,7774.02,8208.67,1115.02,9037861.33
2019-10-08,BTC,8208.67,8340.94,8110.31,8188.17,714.41,5859885.38
2019-10-09,BTC,8188.17,8707.38,8127.22,8592.01,1812.82,15354979.27
2019-10-10,BTC,8592.01,8655.0,8460.04,8589.51,887.29,7593516.5
2019-10-11,BTC,8589.51,8812.61,8213.25,8272.76,1648.89,13941841.59
2019-10-12,BTC,8272.76,8424.37,8262.87,8314.22,360.56,3017229.73
2019-10-13,BTC,8314.22,8470.0,8152.4,8275.99,635.28,5279965.57
2019-10-14,BTC,8275.99,8406.66,8220.39,8355.87,591.01,4919171.59
2019-10-15,BTC,8355.87,8410.13,8082.77,8162.95,1196.86,9826685.18
2019-10-16,BTC,8162.95,8179.1,7915.0,8002.22,1231.8,9880319.18
2019-10-17,BTC,8002.22,8120.6,7941.11,8074.43,715.7,5753027.72
2019-10-18,BTC,8074.43,8119.27,7815.1,7960.68,970.49,7717392.03
2019-10-19,BTC,7960.68,8102.63,7879.79,7960.0,487.22,3887996.69
2019-10-20,BTC,7960.0,8300.0,7882.29,8227.0,676.7,5468738.71
2019-10-21,BTC,8227.0,8356.21,8157.84,8212.76,796.1,6545773.85
2019-10-22,BTC,8212.76,8312.83,7996.19,8023.14,718.04,5864597.16
2019-10-23,BTC,8023.14,8052.46,7275.24,7468.81,4667.76,35233039.98
2019-10-24,BTC,7468.81,7511.99,7361.67,7458.57,745.11,5552194.26
2019-10-25,BTC,7458.57,8800.0,7400.0,8670.24,3851.34,31895226.15
2019-10-26,BTC,8670.24,10610.0,8650.02,9272.28,5472.87,52400060.06
2019-10-27,BTC,9272.28,9809.24,9112.86,9547.18,1686.99,16083311.03
2019-10-28,BTC,9547.18,9932.29,9188.19,9219.51,1584.48,15106793.72
2019-10-29,BTC,9219.51,9555.57,9072.5,9432.41,1593.23,14882285.98
2019-10-30,BTC,9432.41,9436.28,9001.71,9171.01,889.9,8170035.3
2019-10-31,BTC,9171.01,9426.18,8962.5,9154.0,1073.84,9843833.18
2019-11-01,BTC,9154.0,9299.99,9064.47,9246.88,895.77,8213720.19
2019-11-02,BTC,9246.88,9388.13,9206.91,9307.58,445.11,4144185.8
2019-11-03,BTC,9307.58,9386.45,9075.0,9200.0,333.42,3074478.09
2019-11-04,BTC,9200.0,9600.0,9135.0,9415.61,1016.03,9537908.52
2019-11-05,BTC,9415.61,9478.0,9177.0,9318.5,997.59,9298267.48
2019-11-06,BTC,9318.5,9445.38,9260.15,9350.07,740.79,6908137.55
2019-11-07,BTC,9350.07,9369.04,9084.95,9202.17,795.25,7332702.98
2019-11-08,BTC,9202.17,9250.0,8670.03,8768.14,1223.47,10869425.3
2019-11-09,BTC,8768.14,8877.36,8725.0,8809.33,306.34,2693884.73
2019-11-10,BTC,8809.33,9130.88,8749.02,9040.12,540.05,4851500.83
2019-11-11,BTC,9040.12,9065.58,8600.0,8721.54,613.48,5376110.37
2019-11-12,BTC,8721.54,8875.53,8561.12,8814.3,892.0,7779033.3
2019-11-13,BTC,8814.3,8834.98,8706.79,8761.75,580.97,5082929.45
2019-11-14,BTC,8761.75,8787.0,8562.83,8626.66,822.15,7108631.27
2019-11-15,BTC,8626.66,8774.0,8368.33,8457.18,1409.05,12026484.12
2019-11-16,BTC,8457.18,8526.08,8430.16,8479.81,245.23,2077802.63
2019-11-17,BTC,8479.81,8627.79,8382.61,8500.0,355.79,3032221.34
2019-11-18,BTC,8500.0,8500.0,8033.48,8174.11,1162.09,9632087.4
2019-11-19,BTC,8174.11,8198.73,8000.0,8120.8,874.03,7074189.1
2019-11-20,BTC,8120.8,8218.0,8028.05,8079.0,881.73,7141546.27
2019-11-21,BTC,8079.0,8117.35,7387.54,7615.0,2283.08,17488088.89
2019-11-22,BTC,7615.0,7718.29,6789.0,7286.95,3543.08,25436887.51
2019-11-23,BTC,7286.95,7349.22,7112.51,7329.11,756.68,5486332.26
2019-11-24,BTC,7329.11,7344.86,6862.28,6912.89,963.48,6826904.65
2019-11-25,BTC,6912.89,7376.9,6523.92,7121.7,2768.35,19207151.12
2019-11-26,BTC,7121.7,7338.99,7028.27,7162.9,1149.11,8193498.76
2019-11-27,BTC,7162.9,7669.56,6849.95,7520.11,1919.48,14108262.94
2019-11-28,BTC,7520.11,7651.63,7375.03,7430.53,752.33,5664293.82
2019-11-29,BTC,7430.53,7860.95,7414.79,7758.35,1033.52,7933376.34
2019-11-30,BTC,7758.35,7811.38,7463.0,7554.19,753.4,5782531.38
2019-12-01,BTC,7554.19,7554.19,7242.26,7400.18,495.03,3641236.96
2019-12-02,BTC,7400.18,7429.49,7170.01,7301.55,824.62,6016385.23
2019-12-03,BTC,7301.55,7413.27,7245.6,7301.37,865.63,6340876.72
2019-12-04,BTC,7301.37,7820.75,7091.59,7192.73,2190.23,16114965.49
2019-12-05,BTC,7192.73,7485.0,7160.75,7393.19,1172.91,8600567.95
2019-12-06,BTC,7393.19,7607.07,7305.0,7543.71,930.51,6942049.92
2019-12-07,BTC,7543.71,7636.39,7480.0,7500.0,478.54,3609680.26
2019-12-08,BTC,7500.0,7575.25,7392.54,7528.05,315.24,2362732.53
2019-12-09,BTC,7528.05,7652.0,7287.09,7340.21,991.53,7411846.4
2019-12-10,BTC,7340.21,7395.0,7167.5,7221.4,610.05,4437108.77
2019-12-11,BTC,7221.4,7267.84,7130.0,7200.5,729.61,5251599.7
2019-12-12,BTC,7200.5,7299.39,7082.93,7193.42,874.33,6291003.66
2019-12-13,BTC,7193.42,7297.6,7193.42,7250.14,599.86,4346965.97
2019-12-14,BTC,7250.14,7265.4,7010.01,7072.7,452.0,3233257.14
2019-12-15,BTC,7072.7,7212.02,7012.5,7120.14,285.77,2024435.01
2019-12-16,BTC,7120.14,7136.31,6822.0,6881.25,1329.75,9260472.14
2019-12-17,BTC,6881.25,6928.4,6560.04,6615.06,1636.84,11007100.47
2019-12-18,BTC,6615.06,7448.0,6435.38,7292.61,1763.11,12043135.95
2019-12-19,BTC,7292.61,7368.5,7052.5,7155.0,933.84,6685191.72
2019-12-20,BTC,7155.0,7218.0,7078.34,7186.87,621.19,4452286.0
2019-12-21,BTC,7186.87,7195.37,7116.08,7140.34,274.2,1960797.28
2019-12-22,BTC,7140.34,7522.01,7130.0,7513.12,606.5,4449423.21
2019-12-23,BTC,7513.12,7690.0,7270.0,7316.57,1247.09,9365450.38
2019-12-24,BTC,7316.57,7426.14,7162.5,7260.75,567.57,4131282.87
2019-12-25,BTC,7260.75,7266.0,7122.5,7192.6,237.44,1713235.57
2019-12-26,BTC,7192.6,7429.99,7155.0,7195.83,728.66,5310053.8
2019-12-27,BTC,7195.83,7253.38,7062.39,7241.66,1362.31,9818404.77
2019-12-28,BTC,7241.66,7349.24,7238.9,7300.7,436.65,3188539.11
2019-12-29,BTC,7300.7,7521.92,7276.4,7390.42,303.79,2240654.29
2019-12-30,BTC,7390.42,7390.42,7199.97,7216.27,709.34,5160001.84
2019-12-31,BTC,7216.27,7300.0,7115.02,7165.9,841.5,6048159.22
2020-01-01,BTC,7165.9,7231.65,7146.6,7175.2,776.64,5584370.48
2020-01-02,BTC,7175.2,7186.65,6901.02,6944.9,984.14,6908590.49
2020-01-03,BTC,6944.9,7398.0,6860.0,7333.0,1292.33,9328686.64
2020-01-04,BTC,7333.0,7394.4,7258.53,7352.82,402.64,2947287.05
2020-01-05,BTC,7352.82,7490.17,7313.53,7351.77,554.77,4120605.56
2020-01-06,BTC,7351.77,7807.94,7349.29,7762.72,1161.45,8810268.07
2020-01-07,BTC,7762.72,8210.0,7737.5,8158.5,1870.59,14877546.82
2020-01-08,BTC,8158.5,8463.0,7871.01,8042.02,1757.78,14377981.25
2020-01-09,BTC,8042.02,8042.02,7756.56,7820.01,951.8,7507310.78
2020-01-10,BTC,7820.01,8199.0,7676.0,8190.89,1055.63,8405485.17
2020-01-11,BTC,8190.89,8277.01,8000.0,8023.48,544.08,4422671.18
2020-01-12,BTC,8023.48,8180.0,7972.0,8173.14,275.33,2234783.5
2020-01-13,BTC,8173.14,8190.75,8000.0,8110.0,1628.33,13159389.65
2020-01-14,BTC,8110.0,8889.0,8110.0,8827.01,2641.58,22684492.1
2020-01-15,BTC,8827.01,8920.83,8561.12,8813.5,1143.86,10034845.8
2020-01-16,BTC,8813.5,8849.58,8580.06,8715.01,730.76,6341259.77
2020-01-17,BTC,8715.01,9007.18,8669.0,8900.45,1260.61,11186184.44
2020-01-18,BTC,8900.45,8971.0,8810.0,8907.78,338.8,3018534.1
2020-01-19,BTC,8907.78,9180.18,8477.51,8700.66,1709.86,15027214.79
2020-01-20,BTC,8700.66,8730.31,8510.02,8627.64,555.47,4794241.31
2020-01-21,BTC,8627.64,8776.25,8480.0,8716.76,886.98,7654716.37
2020-01-22,BTC,8716.76,8784.28,8575.01,8664.08,515.1,4462814.83
2020-01-23,BTC,8664.08,8673.13,8277.81,8391.37,1717.92,14392489.54
2020-01-24,BTC,8391.37,8513.35,8226.36,8425.18,787.26,6622343.74
2020-01-25,BTC,8425.18,8433.86,8260.0,8330.01,366.9,3054203.85
2020-01-26,BTC,8330.01,8592.06,8283.37,8583.74,464.09,3924863.77
2020-01-27,BTC,8583.74,8989.98,8560.04,8901.8,1177.0,10364365.34
2020-01-28,BTC,8901.8,9405.42,8890.72,9399.0,1527.09,13899514.34
2020-01-29,BTC,9399.0,9430.0,9227.79,9280.04,962.0,8986357.71
2020-01-30,BTC,9280.04,9565.22,9186.87,9497.68,1451.76,13645741.96
2020-01-31,BTC,9497.68,9525.01,9200.03,9330.55,974.05,9084855.53
2020-02-01,BTC,9330.55,9455.78,9290.7,9380.6,384.27,3603303.77
2020-02-02,BTC,9380.6,9468.43,9150.0,9321.0,521.89,4871810.24
2020-02-03,BTC,9321.0,9600.0,9225.0,9278.51,887.01,8285387.35
2020-02-04,BTC,9278.51,9339.0,9079.87,9167.01,816.29,7504286.96
2020-02-05,BTC,9167.01,9767.9,9150.1,9615.04,1350.33,12864879.35
2020-02-06,BTC,9615.04,9856.43,9520.12,9761.36,1347.4,13063514.35
2020-02-07,BTC,9761.36,9871.36,9720.59,9816.97,728.72,7128228.24
2020-02-08,BTC,9816.97,9947.24,9660.44,9912.53,578.62,5685906.99
2020-02-09,BTC,9912.53,10170.91,9884.3,10168.41,606.44,6097683.07
2020-02-10,BTC,10168.41,10200.0,9697.09,9860.08,1717.89,17049183.85
2020-02-11,BTC,9860.08,10390.94,9714.29,10269.46,1988.02,20055451.51
2020-02-12,BTC,10269.46,10487.46,10250.2,10352.74,1772.8,18375776.92
2020-02-13,BTC,10352.74,10517.2,10087.51,10245.39,1832.24,18903408.06
2020-02-14,BTC,10245.39,10400.37,10111.0,10372.74,1653.82,17023800.95
2020-02-15,BTC,10372.74,10397.0,9751.0,9903.34,1647.69,16553232.3
2020-02-16,BTC,9903.34,10049.39,9628.0,9933.8,869.75,8559305.77
2020-02-17,BTC,9933.8,9964.63,9477.53,9705.1,1157.83,11211314.1
2020-02-18,BTC,9705.1,10275.62,9600.0,10187.97,1410.35,14046572.53
2020-02-19,BTC,10187.97,10310.06,9290.73,9597.25,2049.34,20195696.52
2020-02-20,BTC,9597.25,9699.06,9390.0,9610.11,1309.63,12514712.94
2020-02-21,BTC,9610.11,9775.26,9575.01,9703.44,789.89,7655938.7
2020-02-22,BTC,9703.44,9728.57,9582.37,9675.67,319.65,3091800.94
2020-02-23,BTC,9675.67,10016.82,9673.43,9977.24,499.96,4948322.16
2020-02-24,BTC,9977.24,10025.0,9488.33,9665.85,1345.37,13054508.8
2020-02-25,BTC,9665.85,9680.92,9247.5,9311.4,1075.26,10129101.04
2020-02-26,BTC,9311.4,9371.49,8620.0,8780.08,2631.43,23586378.26
2020-02-27,BTC,8780.08,8973.9,8520.0,8809.86,2189.54,19296669.66
2020-02-28,BTC,8809.86,8899.56,8430.0,8704.88,1631.44,14087962.87
2020-02-29,BTC,8704.88,8804.14,8525.13,8525.13,368.96,3200291.36
2020-03-01,BTC,8525.13,8753.5,8410.01,8528.4,797.9,6818373.48
2020-03-02,BTC,8528.4,8970.26,8488.18,8912.92,1244.69,10920151.93
2020-03-03,BTC,8912.92,8921.42,8665.01,8751.88,910.91,7983225.26
2020-03-04,BTC,8751.88,8850.47,8670.0,8757.05,1271.66,11148191.41
2020-03-05,BTC,8757.05,9168.62,8755.24,9067.35,1800.57,16307189.87
2020-03-06,BTC,9067.35,9180.5,9012.02,9158.02,683.84,6223958.86
2020-03-07,BTC,9158.02,9225.0,8862.5,8902.65,659.62,5972639.97
2020-03-08,BTC,8902.65,8905.05,8000.02,8038.84,1824.4,15265287.87
2020-03-09,BTC,8038.84,8183.18,7310.0,7932.95,5179.97,40591741.79
2020-03-10,BTC,7932.95,8153.88,7705.0,7881.02,3513.34,27958201.88
2020-03-11,BTC,7881.02,8020.0,7590.62,7935.49,2011.15,15747210.23
2020-03-12,BTC,7935.49,7966.08,4600.0,4830.45,18359.23,110860932.23
2020-03-13,BTC,4830.45,6000.0,3901.25,5653.03,18950.63,96600762.02
2020-03-14,BTC,5653.03,5780.0,5051.95,5169.05,3360.1,18050549.01
2020-03-15,BTC,5169.05,5987.11,5091.43,5343.45,5471.53,29486778.47
2020-03-16,BTC,5343.45,5350.72,4428.83,5035.56,13639.45,66652878.27
2020-03-17,BTC,5035.56,5563.18,4929.59,5343.07,6392.89,33945915.86
2020-03-18,BTC,5343.07,5450.0,5019.72,5420.45,5301.15,27947785.08
2020-03-19,BTC,5420.45,6436.99,5270.0,6191.02,8994.38,53179189.55
2020-03-20,BTC,6191.02,6961.65,5660.77,6205.18,8626.14,55231382.35
2020-03-21,BTC,6205.18,6464.21,5863.67,6208.45,3239.75,19987972.41
2020-03-22,BTC,6208.45,6416.5,5748.14,5839.44,4005.85,24126014.49
2020-03-23,BTC,5839.44,6650.0,5689.92,6500.0,8255.2,51170869.57
2020-03-24,BTC,6500.0,6866.7,6405.0,6775.57,6957.49,46293922.63
2020-03-25,BTC,6775.57,6977.69,6471.08,6694.73,4931.72,32952771.61
2020-03-26,BTC,6694.73,6793.19,6530.01,6728.44,2182.88,14548179.67
2020-03-27,BTC,6728.44,6869.5,6268.5,6378.4,2571.11,17079624.31
2020-03-28,BTC,6378.4,6378.4,6038.09,6258.01,2087.45,12958586.63
2020-03-29,BTC,6258.01,6283.41,5873.93,5882.7,1827.65,11038076.3
2020-03-30,BTC,5882.7,6629.18,5857.41,6406.91,3108.1,19612581.42
2020-03-31,BTC,6406.91,6530.83,6341.25,6428.54,1459.01,9418155.0
2020-04-01,BTC,6428.54,6714.76,6156.47,6666.16,2759.23,17697565.17
2020-04-02,BTC,6666.16,7273.0,6579.69,6801.0,5345.3,36577028.28
2020-04-03,BTC,6801.0,7048.72,6609.47,6740.88,2881.24,19692803.68
2020-04-04,BTC,6740.88,7016.0,6658.68,6870.2,1671.2,11383223.34
2020-04-05,BTC,6870.2,6907.9,6678.6,6775.21,1275.49,8662210.8
2020-04-06,BTC,6775.21,7369.76,6771.01,7336.96,3727.47,26533750.17
2020-04-07,BTC,7336.96,7468.42,7078.0,7201.81,2333.34,17047120.32
2020-04-08,BTC,7201.81,7432.23,7152.8,7369.6,2483.6,18138080.27
2020-04-09,BTC,7369.6,7378.85,7115.04,7315.25,2237.13,16310014.53
2020-04-10,BTC,7315.25,7315.25,6755.0,6871.43,2581.37,17951960.22
2020-04-11,BTC,6871.43,6954.63,6775.0,6892.35,953.58,6550180.58
2020-04-12,BTC,6892.35,7203.19,6791.44,6906.09,1544.13,10852024.77
2020-04-13,BTC,6906.09,6906.09,6562.0,6864.09,3103.43,20926630.27
2020-04-14,BTC,6864.09,6987.94,6775.0,6875.92,1832.55,12619522.59
2020-04-15,BTC,6875.92,6936.12,6612.74,6626.5,2105.93,14275718.35
2020-04-16,BTC,6626.5,7219.34,6472.26,7120.46,5104.52,35478339.58
2020-04-17,BTC,7120.46,7159.64,7000.67,7036.26,1620.99,11456304.31
2020-04-18,BTC,7036.26,7303.13,7028.23,7265.74,1185.52,8535490.18
2020-04-19,BTC,7265.74,7278.74,7069.0,7136.4,819.22,5872712.93
2020-04-20,BTC,7136.4,7231.9,6757.15,6842.8,2550.02,17749970.98
2020-04-21,BTC,6842.8,6964.23,6763.24,6859.11,2456.75,16855209.8
2020-04-22,BTC,6859.11,7169.68,6832.47,7137.01,1736.35,12250717.47
2020-04-23,BTC,7137.01,7777.76,7033.93,7571.76,3388.03,25124272.44
2020-04-24,BTC,7571.76,7615.36,7395.25,7515.56,2137.66,16080307.35
2020-04-25,BTC,7515.56,7715.53,7451.0,7548.01,810.31,6137124.22
2020-04-26,BTC,7548.01,7712.75,7480.08,7700.5,910.91,6932443.56
2020-04-27,BTC,7700.5,7812.07,7637.17,7794.67,1638.52,12647966.54
2020-04-28,BTC,7794.67,7803.99,7675.55,7769.28,1523.08,11783608.87
