Time,Low,High,Open,Close,Volume
2018-01-03 02:00:00,11032.76,11250.0,11101.47,11216.6,7.45830435
2018-01-03 03:00:00,11080.0,11330.0,11216.73,11085.75,9.37127285
2018-01-03 04:00:00,11080.01,11296.85,11083.83,11267.04,4.31302307
2018-01-03 05:00:00,11200.0,11298.67,11230.2,11254.91,7.08420423
2018-01-03 06:00:00,11222.06,11400.0,11265.33,11395.78,12.59465848
2018-01-03 07:00:00,11366.5,11481.97,11395.11,11430.35,13.47951727
2018-01-03 08:00:00,11300.0,11431.66,11429.6,11306.25,21.14651987
2018-01-03 09:00:00,11061.76,11343.79,11306.25,11126.84,36.56195341
2018-01-03 10:00:00,10917.98,11164.55,11117.77,11029.72,31.21674794
2018-01-03 11:00:00,11027.01,11180.64,11028.7,11154.76,19.08309233
2018-01-03 12:00:00,10941.26,11186.99,11154.57,10941.85,29.99347448
2018-01-03 13:00:00,10952.98,11214.79,10954.24,11202.29,27.1632687
2018-01-03 14:00:00,11180.26,11294.0,11202.28,11192.49,29.74089937
2018-01-03 15:00:00,11161.0,11335.19,11191.85,11321.67,34.60971946
2018-01-03 16:00:00,11277.32,11436.13,11332.45,11348.59,28.34677106
2018-01-03 17:00:00,11190.0,11349.94,11331.73,11215.0,28.68644575
2018-01-03 18:00:00,11109.29,11226.3,11215.0,11114.41,43.78593695
2018-01-03 19:00:00,11070.79,11218.97,11114.26,11115.0,36.64005265
2018-01-03 20:00:00,11080.0,11257.69,11115.0,11257.2,36.81966391
2018-01-03 21:00:00,11233.33,11326.83,11253.11,11315.36,32.24227757
2018-01-03 22:00:00,11160.0,11320.85,11315.36,11169.8,29.80675431
2018-01-03 23:00:00,11120.01,11325.48,11169.8,11325.48,23.62853989
2018-01-04 00:00:00,11281.65,11366.23,11325.48,11346.8,14.94736582
2018-01-04 01:00:00,11260.0,11460.63,11346.8,11449.86,12.16747432
2018-01-04 02:00:00,11350.01,11543.18,11460.62,11450.0,14.28472686
2018-01-04 03:00:00,11350.0,11462.93,11461.84,11372.7,3.39955198
2018-01-04 04:00:00,11205.5,11375.3,11375.3,11233.34,7.91471202
2018-01-04 05:00:00,11160.42,11260.69,11228.21,11239.72,6.05793356
2018-01-04 06:00:00,11210.01,11340.49,11238.65,11256.43,9.1042325
2018-01-04 07:00:00,11180.0,11255.36,11236.34,11198.13,19.69249431
2018-01-04 08:00:00,10811.3,11221.99,11197.38,10872.23,49.78233451
2018-01-04 09:00:00,10653.01,10980.77,10872.23,10906.88,49.65945641
2018-01-04 10:00:00,10875.27,11033.0,10906.89,10886.15,40.81466367
2018-01-04 11:00:00,10770.21,10970.43,10886.15,10943.62,34.38875988
2018-01-04 12:00:00,10674.55,10974.99,10935.0,10840.3,48.29574521
2018-01-04 13:00:00,10840.04,11007.98,10840.3,10973.67,60.87105694
2018-01-04 14:00:00,10912.12,11016.94,10967.51,10998.2,34.82511748
2018-01-04 15:00:00,10861.08,10999.86,10972.85,10946.38,36.32940877
2018-01-04 16:00:00,10861.02,10980.13,10946.38,10968.92,35.31347732
2018-01-04 17:00:00,10941.07,11055.53,10965.53,11027.65,35.87779021
2018-01-04 18:00:00,11023.36,11178.95,11027.65,11107.98,30.62684239
2018-01-04 19:00:00,11075.14,11232.81,11107.98,11229.31,31.88921639
2018-01-04 20:00:00,11125.0,11289.47,11229.31,11129.93,38.29340141
2018-01-04 21:00:00,11125.0,11254.63,11129.99,11192.9,27.39365483
2018-01-04 22:00:00,11156.79,11274.82,11192.9,11248.98,25.55395127
2018-01-04 23:00:00,11203.13,11310.81,11248.97,11290.84,16.67475357
2018-01-05 00:00:00,11210.22,11320.0,11290.53,11264.14,13.37481838
2018-01-05 01:00:00,11162.01,11299.99,11263.89,11278.0,10.74040249
2018-01-05 02:00:00,11278.0,11349.0,11278.0,11303.58,4.91178034
2018-01-05 03:00:00,11159.02,11312.0,11311.99,11190.55,4.54596256
2018-01-05 04:00:00,11050.01,11240.6,11191.98,11158.67,14.8606703
2018-01-05 05:00:00,11112.28,11255.3,11175.29,11223.43,3.12271104
2018-01-05 06:00:00,11150.12,11247.67,11232.35,11181.55,6.04214877
2018-01-05 07:00:00,11083.97,11219.22,11181.55,11177.0,12.25470256
2018-01-05 08:00:00,11179.91,11494.74,11179.91,11494.74,24.42265957
2018-01-05 09:00:00,11292.0,11842.35,11494.74,11806.02,51.74807194
2018-01-05 10:00:00,11724.0,12069.26,11806.02,11960.01,40.71669567
2018-01-05 11:00:00,11800.0,12030.85,11962.38,11972.41,45.98744364
2018-01-05 12:00:00,11759.06,12004.69,11972.42,11874.64,27.46159303
2018-01-05 13:00:00,11849.26,11999.99,11874.64,11996.67,24.16547326
2018-01-05 14:00:00,11866.99,12014.18,11996.52,12010.28,25.73591655
2018-01-05 15:00:00,11930.03,12052.06,12014.17,11970.23,30.54592484
2018-01-05 16:00:00,11972.22,12249.29,11972.22,12180.03,39.57115433
2018-01-05 17:00:00,12120.56,12398.29,12179.82,12255.97,37.71376303
2018-01-05 18:00:00,12172.27,12339.99,12254.4,12198.89,28.34187862
2018-01-05 19:00:00,12130.0,12306.7,12197.63,12288.32,24.44539348
2018-01-05 20:00:00,12203.01,12355.32,12279.37,12343.72,21.58494243
2018-01-05 21:00:00,12344.38,12642.99,12355.31,12509.02,32.64139165
2018-01-05 22:00:00,12500.0,12699.99,12518.36,12670.55,28.50377038
2018-01-05 23:00:00,12562.94,12723.0,12671.0,12649.98,14.86708709
2018-01-06 00:00:00,12342.3,12687.15,12640.91,12635.57,27.54399122
2018-01-06 01:00:00,12597.57,12695.49,12635.59,12661.46,12.09410353
2018-01-06 02:00:00,12387.46,12700.4,12624.0,12387.46,10.81946611
2018-01-06 03:00:00,12351.0,12468.0,12365.32,12358.55,3.99339288
2018-01-06 04:00:00,12185.02,12403.36,12351.23,12290.05,10.3401594
2018-01-06 05:00:00,12193.69,12379.21,12290.05,12340.01,3.93809313
2018-01-06 06:00:00,12315.56,12369.72,12340.05,12355.78,4.07684094
2018-01-06 07:00:00,12185.04,12355.59,12355.59,12339.29,10.28920538
2018-01-06 08:00:00,12251.1,12381.77,12337.4,12272.0,9.77532047
2018-01-06 09:00:00,12212.31,12309.99,12272.0,12241.56,17.95994782
2018-01-06 10:00:00,12212.97,12490.99,12241.56,12473.27,20.24351196
2018-01-06 11:00:00,12331.66,12491.0,12479.07,12351.76,19.5558255
2018-01-06 12:00:00,12185.0,12351.75,12351.75,12194.72,30.43545809
2018-01-06 13:00:00,12150.02,12258.24,12194.72,12177.41,23.12196407
2018-01-06 14:00:00,12173.29,12350.0,12177.41,12313.64,17.19815997
2018-01-06 15:00:00,12298.14,12450.0,12313.63,12405.83,19.45132544
2018-01-06 16:00:00,12202.24,12630.98,12413.17,12577.09,32.95444314
2018-01-06 17:00:00,12446.99,12601.61,12576.98,12600.0,22.15793619
2018-01-06 18:00:00,12428.0,12691.3,12599.99,12557.58,32.67010023
2018-01-06 19:00:00,12466.02,12600.0,12557.58,12515.97,18.09540697
2018-01-06 20:00:00,12500.01,12605.44,12515.96,12590.72,19.17334766
2018-01-06 21:00:00,12512.79,12607.13,12603.39,12592.0,15.32965912
2018-01-06 22:00:00,12567.27,12792.47,12592.0,12669.98,33.05118537
2018-01-06 23:00:00,12588.85,12741.13,12669.98,12726.0,20.57181562
2018-01-07 00:00:00,12546.99,12729.0,12714.8,12665.66,12.12103644
2018-01-07 01:00:00,12545.02,12665.24,12665.24,12591.02,9.16099593
2018-01-07 02:00:00,12519.69,12588.59,12581.21,12530.75,9.04262366
2018-01-07 03:00:00,12428.0,12552.16,12523.21,12437.05,5.13561168
2018-01-07 04:00:00,12278.61,12445.08,12436.48,12322.43,9.49747438
2018-01-07 05:00:00,12315.82,12450.21,12322.43,12410.85,2.50229141
2018-01-07 06:00:00,12240.49,12401.91,12386.91,12247.36,7.89752609
2018-01-07 07:00:00,12236.47,12488.13,12246.27,12455.54,8.80873401
2018-01-07 08:00:00,12446.05,12584.98,12483.39,12504.15,13.98024258
2018-01-07 09:00:00,12399.7,12524.87,12503.74,12437.04,10.80792149
2018-01-07 10:00:00,12403.08,12505.42,12437.04,12486.08,12.96829586
2018-01-07 11:00:00,12430.0,12546.82,12486.08,12437.1,20.27798742
2018-01-07 12:00:00,12261.0,12450.62,12430.0,12299.99,23.18421333
2018-01-07 13:00:00,12250.0,12357.14,12299.98,12310.09,15.63516988
2018-01-07 14:00:00,12282.01,12400.0,12309.61,12398.85,17.68442369
2018-01-07 15:00:00,12281.33,12398.28,12398.27,12331.71,16.56440235
2018-01-07 16:00:00,12000.74,12338.97,12321.89,12013.72,34.29143674
2018-01-07 17:00:00,11751.79,12138.6,12031.79,11882.81,31.19947863
2018-01-07 18:00:00,11798.88,12056.33,11882.77,12003.75,29.20580021
2018-01-07 19:00:00,11992.55,12099.17,12003.74,12052.73,19.67379151
2018-01-07 20:00:00,11977.06,12108.18,12052.72,12107.67,23.96981663
2018-01-07 21:00:00,12052.01,12199.16,12107.67,12128.62,23.22115639
2018-01-07 22:00:00,12111.12,12319.73,12128.62,12275.5,18.43140809
2018-01-07 23:00:00,12080.28,12296.36,12275.5,12088.43,17.68568125
2018-01-08 00:00:00,11924.46,12173.75,12088.46,11938.19,19.43510015
2018-01-08 01:00:00,11775.04,11964.51,11938.18,11895.86,15.71181651
2018-01-08 02:00:00,11801.0,12026.73,11895.87,11937.91,12.98792909
2018-01-08 03:00:00,11539.89,11926.91,11926.41,11699.98,14.54126074
2018-01-08 04:00:00,11657.04,11794.0,11699.98,11685.02,6.57825348
2018-01-08 05:00:00,11529.99,11824.0,11685.02,11823.8,11.18759312
2018-01-08 06:00:00,11680.65,11823.81,11823.76,11764.94,12.58666138
2018-01-08 07:00:00,11737.03,11889.99,11763.48,11869.17,8.34704551
2018-01-08 08:00:00,11337.76,11869.09,11868.6,11508.25,25.8324631
2018-01-08 09:00:00,11328.94,11592.83,11509.22,11416.31,28.22568015
2018-01-08 10:00:00,11388.02,11594.16,11416.31,11524.29,26.40331645
2018-01-08 11:00:00,11503.4,11640.62,11524.29,11636.37,28.95286796
2018-01-08 12:00:00,11458.32,11660.35,11634.85,11548.1,27.23429721
2018-01-08 13:00:00,10950.0,11613.41,11552.58,11076.56,55.64748123
2018-01-08 14:00:00,10741.01,11179.88,11142.49,10797.63,58.650786
2018-01-08 15:00:00,10380.0,11113.05,10797.63,10928.05,105.11265864
2018-01-08 16:00:00,10861.99,11249.31,10928.05,11145.35,48.89896651
2018-01-08 17:00:00,10900.0,11206.48,11145.07,11130.49,41.47474355
2018-01-08 18:00:00,11082.84,11337.28,11130.58,11225.09,32.0974037
2018-01-08 19:00:00,11220.52,11338.14,11231.54,11326.17,34.54350031
2018-01-08 20:00:00,10911.22,11335.91,11316.37,11219.55,45.94323283
2018-01-08 21:00:00,11143.31,11271.15,11219.56,11160.0,28.29322262
2018-01-08 22:00:00,10975.06,11185.52,11160.0,11022.71,26.40742466
2018-01-08 23:00:00,10914.39,11242.16,11021.77,11215.05,30.97994433
2018-01-09 00:00:00,11142.6,11330.96,11187.83,11330.96,19.09639193
2018-01-09 01:00:00,11220.75,11447.72,11330.96,11405.98,9.36104545
2018-01-09 02:00:00,11322.65,11402.91,11399.14,11360.64,6.70380181
2018-01-09 03:00:00,11353.03,11463.75,11388.44,11401.27,5.18901676
2018-01-09 04:00:00,11377.66,11463.75,11418.33,11463.16,3.33314649
2018-01-09 05:00:00,11162.97,11476.93,11463.16,11267.52,6.36206784
2018-01-09 06:00:00,11026.01,11312.37,11267.53,11235.28,7.40674208
2018-01-09 07:00:00,11209.04,11382.94,11216.93,11352.47,8.33535705
2018-01-09 08:00:00,11304.05,11498.73,11352.47,11383.09,16.33985239
2018-01-09 09:00:00,11173.11,11413.7,11386.28,11173.11,13.81868074
2018-01-09 10:00:00,10765.03,11184.79,11173.24,10989.88,34.18495234
2018-01-09 11:00:00,10901.95,11105.09,10989.88,11104.34,25.2819826
2018-01-09 12:00:00,10955.01,11152.79,11103.96,11005.2,24.04871278
2018-01-09 13:00:00,10685.82,11114.9,11113.49,10686.13,31.21109542
2018-01-09 14:00:00,10682.22,10891.15,10686.13,10891.15,41.74878175
2018-01-09 15:00:00,10850.03,11056.44,10891.15,11028.51,36.75371655
2018-01-09 16:00:00,10956.37,11124.71,11028.51,11124.71,24.26569115
2018-01-09 17:00:00,11090.01,11187.0,11124.71,11187.0,22.70988974
2018-01-09 18:00:00,11114.55,11228.16,11187.0,11114.55,19.35407828
2018-01-09 19:00:00,11023.67,11130.44,11130.44,11052.16,20.93203532
2018-01-09 20:00:00,10986.4,11093.85,11057.54,11091.88,23.59774644
2018-01-09 21:00:00,10918.39,11093.85,11088.19,10932.09,21.991812
2018-01-09 22:00:00,10783.32,10964.28,10930.01,10805.35,35.47845314
2018-01-09 23:00:00,10702.41,10826.78,10805.35,10826.0,39.54249887
2018-01-10 00:00:00,10513.28,10833.85,10824.35,10557.2,34.18926255
2018-01-10 01:00:00,10532.27,10649.45,10557.2,10620.9,30.7956595
2018-01-10 02:00:00,10501.77,10655.36,10620.9,10655.36,10.80138373
2018-01-10 03:00:00,10581.27,10669.63,10655.36,10581.28,5.4608916
2018-01-10 04:00:00,10546.87,10625.45,10581.28,10625.45,10.36677924
2018-01-10 05:00:00,10502.1,10626.31,10625.45,10602.7,11.1665788
2018-01-10 06:00:00,10514.88,10661.57,10553.92,10658.58,11.42208183
2018-01-10 07:00:00,10530.18,10704.08,10644.83,10626.17,22.0879365
2018-01-10 08:00:00,10174.39,10626.11,10626.11,10182.09,58.82455041
2018-01-10 09:00:00,10165.26,10603.09,10182.09,10466.86,56.11037669
2018-01-10 10:00:00,10304.34,10535.25,10458.66,10450.56,40.81110002
2018-01-10 11:00:00,10389.88,10604.06,10444.97,10560.0,31.50136048
2018-01-10 12:00:00,10449.05,10570.62,10551.62,10453.91,27.01670384
2018-01-10 13:00:00,10409.04,10600.0,10451.59,10415.49,28.80951276
2018-01-10 14:00:00,10232.8,10449.25,10415.49,10337.28,33.65284662
2018-01-10 15:00:00,10337.28,10780.86,10337.28,10760.99,32.15101847
2018-01-10 16:00:00,10700.31,10905.15,10770.49,10858.97,34.34085557
2018-01-10 17:00:00,10715.05,10865.3,10849.01,10865.3,19.71280303
2018-01-10 18:00:00,10800.87,10915.32,10857.43,10834.37,24.49080027
2018-01-10 19:00:00,10711.17,10887.97,10834.37,10767.89,24.48575244
2018-01-10 20:00:00,10710.02,10840.07,10767.89,10840.07,19.29938174
2018-01-10 21:00:00,10800.01,10888.63,10840.07,10842.0,19.14743981
2018-01-10 22:00:00,10727.92,10887.37,10842.0,10842.76,24.97945827
2018-01-10 23:00:00,10811.87,10924.18,10842.76,10922.18,29.45456614
2018-01-11 00:00:00,10878.9,10940.53,10924.17,10922.54,19.24210258
2018-01-11 01:00:00,10800.46,10925.0,10907.46,10835.0,8.43545046
2018-01-11 02:00:00,10613.03,10862.58,10835.0,10649.98,9.36204526
2018-01-11 03:00:00,9871.0,10670.02,10649.98,9971.26,44.46187812
2018-01-11 04:00:00,9594.43,10016.54,9971.26,9875.69,83.5384002
2018-01-11 05:00:00,9751.56,10198.06,9875.69,9881.62,26.705923
2018-01-11 06:00:00,9795.96,10227.43,9881.52,10089.16,25.04839827
2018-01-11 07:00:00,9911.8,10305.86,10088.49,10205.47,24.09847005
2018-01-11 08:00:00,10244.76,10456.4,10252.69,10399.04,22.96878932
2018-01-11 09:00:00,10090.3,10412.33,10390.49,10199.95,31.78121981
2018-01-11 10:00:00,10002.33,10285.22,10222.17,10006.94,28.69327655
2018-01-11 11:00:00,9904.59,10178.68,10014.07,10170.69,46.88393743
2018-01-11 12:00:00,10136.63,10435.0,10174.56,10384.97,30.01097405
2018-01-11 13:00:00,10231.1,10452.29,10391.22,10306.57,28.06668561
2018-01-11 14:00:00,10151.01,10409.55,10310.2,10409.55,32.70737367
2018-01-11 15:00:00,10380.8,10636.83,10380.8,10492.32,28.07064309
2018-01-11 16:00:00,10408.06,10582.69,10485.28,10425.53,35.33325708
2018-01-11 17:00:00,10205.61,10425.42,10425.42,10268.67,30.37897898
2018-01-11 18:00:00,10226.83,10406.26,10268.66,10306.32,23.0270944
2018-01-11 19:00:00,9912.28,10380.5,10306.32,10065.54,50.07804941
2018-01-11 20:00:00,9877.55,10168.34,10057.75,10051.77,39.02473972
2018-01-11 21:00:00,9877.63,10118.11,10092.88,10099.66,34.03651141
2018-01-11 22:00:00,9727.59,10119.58,10099.65,9836.14,50.36849643
2018-01-11 23:00:00,9695.05,9983.19,9836.14,9977.24,50.41514346
2018-01-12 00:00:00,9603.46,9974.68,9974.68,9828.29,30.13255627
2018-01-12 01:00:00,9750.21,10024.33,9828.29,10024.33,17.3916849
2018-01-12 02:00:00,9990.44,10143.91,10024.33,10021.17,10.86571285
2018-01-12 03:00:00,9928.01,10252.18,10021.38,10174.83,10.20164078
2018-01-12 04:00:00,10060.08,10252.19,10174.97,10241.4,2.99218914
2018-01-12 05:00:00,10044.51,10322.52,10242.2,10188.86,6.9078952
2018-01-12 06:00:00,10156.72,10295.0,10187.99,10273.11,8.23606977
2018-01-12 07:00:00,10189.45,10325.0,10273.25,10215.0,14.24124794
2018-01-12 08:00:00,10100.01,10229.37,10201.01,10173.31,15.96101018
2018-01-12 09:00:00,9965.09,10172.18,10172.18,10070.08,28.47031372
2018-01-12 10:00:00,10066.86,10393.91,10070.09,10393.91,30.37408441
2018-01-12 11:00:00,10336.91,10495.02,10393.91,10397.96,23.98644907
2018-01-12 12:00:00,10207.89,10462.41,10393.11,10462.41,20.96146045
2018-01-12 13:00:00,10235.2,10464.66,10458.2,10285.87,19.74183984
2018-01-12 14:00:00,10202.08,10356.42,10285.9,10339.25,23.19089523
2018-01-12 15:00:00,10100.0,10354.08,10335.55,10100.0,33.08194464
2018-01-12 16:00:00,9928.68,10172.48,10097.4,10057.99,27.55185715
2018-01-12 17:00:00,9988.61,10147.81,10065.83,10081.82,23.71572701
2018-01-12 18:00:00,9950.6,10078.1,10078.1,9988.46,24.37558183
2018-01-12 19:00:00,9979.01,10199.65,9988.46,10177.67,18.85878399
2018-01-12 20:00:00,10116.66,10313.56,10177.67,10277.23,18.12707578
2018-01-12 21:00:00,10141.8,10277.25,10277.23,10153.58,20.27754146
2018-01-12 22:00:00,10050.25,10158.25,10153.58,10098.07,33.73412951
2018-01-12 23:00:00,10088.63,10216.72,10098.08,10214.32,17.33763511
2018-01-13 00:00:00,10125.18,10380.0,10217.46,10379.97,16.0176131
2018-01-13 01:00:00,10327.07,10430.0,10371.97,10355.96,14.17007046
2018-01-13 02:00:00,10282.46,10429.21,10390.4,10411.29,6.81721786
2018-01-13 03:00:00,10293.77,10430.0,10408.45,10430.0,3.77818564
2018-01-13 04:00:00,10347.14,10430.0,10406.13,10421.19,3.80643339
2018-01-13 05:00:00,10407.38,10430.0,10420.51,10430.0,2.47
2018-01-13 06:00:00,10400.0,10449.99,10430.0,10430.0,5.19832482
2018-01-13 07:00:00,10430.0,10600.0,10430.0,10600.0,6.35224849
2018-01-13 08:00:00,10510.12,10600.0,10599.51,10531.46,10.26100877
2018-01-13 09:00:00,10358.83,10532.39,10528.69,10487.29,14.10413713
2018-01-13 10:00:00,10455.38,10512.44,10482.86,10502.08,10.69339928
2018-01-13 11:00:00,10452.5,10527.96,10502.08,10512.44,15.08107986
2018-01-13 12:00:00,10507.18,10597.38,10515.35,10579.0,18.34025419
2018-01-13 13:00:00,10574.14,10700.94,10579.0,10658.87,17.60325196
2018-01-13 14:00:00,10501.99,10710.0,10661.99,10629.03,20.15244397
2018-01-13 15:00:00,10448.13,10642.69,10629.23,10532.15,24.87067977
2018-01-13 16:00:00,10508.96,10617.27,10532.15,10580.28,17.42462823
2018-01-13 17:00:00,10455.67,10587.65,10578.95,10571.64,25.49663702
2018-01-13 18:00:00,10460.51,10599.99,10571.56,10534.8,23.38275345
2018-01-13 19:00:00,10326.22,10563.81,10534.8,10408.07,18.61078664
2018-01-13 20:00:00,10378.08,10501.18,10407.16,10464.99,14.28765543
2018-01-13 21:00:00,10350.01,10512.62,10458.14,10471.95,15.67910853
2018-01-13 22:00:00,10439.71,10573.23,10471.97,10573.23,12.10057326
2018-01-13 23:00:00,10454.45,10583.61,10573.0,10488.89,12.55178028
2018-01-14 00:00:00,10461.69,10550.0,10488.89,10542.24,10.32007196
2018-01-14 01:00:00,10490.0,10573.14,10545.0,10569.06,8.38597723
2018-01-14 02:00:00,10472.42,10569.84,10546.3,10494.96,3.5370362
2018-01-14 03:00:00,10458.55,10518.1,10504.61,10498.57,2.25360773
2018-01-14 04:00:00,10218.88,10521.8,10498.58,10258.98,8.86448055
2018-01-14 05:00:00,10049.31,10293.32,10268.63,10186.71,15.27234448
2018-01-14 06:00:00,10155.68,10260.99,10192.62,10229.38,3.94053367
2018-01-14 07:00:00,10100.42,10255.7,10225.59,10171.36,6.612973
2018-01-14 08:00:00,10069.45,10212.91,10171.19,10112.34,8.89689785
2018-01-14 09:00:00,9971.96,10112.97,10112.34,10046.5,27.88037045
2018-01-14 10:00:00,10013.01,10121.93,10049.0,10022.18,20.50598725
2018-01-14 11:00:00,9970.84,10074.0,10022.9,10029.25,21.54006984
2018-01-14 12:00:00,9900.01,10029.25,10020.4,9900.11,28.63941822
2018-01-14 13:00:00,9892.82,10110.0,9900.11,10075.0,22.8583026
2018-01-14 14:00:00,9935.77,10088.57,10073.47,10021.44,18.08170806
2018-01-14 15:00:00,9750.01,10021.96,10021.95,9819.69,46.19091079
2018-01-14 16:00:00,9731.48,9903.91,9819.68,9895.79,37.61432075
2018-01-14 17:00:00,9825.38,10000.0,9895.78,10000.0,21.33370947
2018-01-14 18:00:00,9999.99,10088.64,10000.0,10033.25,21.49189609
2018-01-14 19:00:00,9902.31,10066.51,10029.93,9908.94,18.71284737
2018-01-14 20:00:00,9801.7,10011.74,9908.95,9990.79,23.48261614
2018-01-14 21:00:00,9904.8,10005.02,9996.15,9922.48,18.10451296
2018-01-14 22:00:00,9922.48,10046.99,9922.48,10046.99,13.75758657
2018-01-14 23:00:00,9980.25,10151.0,10046.99,10079.99,16.37288334
2018-01-15 00:00:00,10006.12,10110.0,10032.59,10109.98,9.30820607
2018-01-15 01:00:00,10032.01,10162.0,10109.99,10068.67,6.76360683
2018-01-15 02:00:00,9931.5,10092.33,10067.19,10000.0,6.54578689
2018-01-15 03:00:00,9912.98,10017.21,9999.47,10017.21,2.08826913
2018-01-15 04:00:00,9987.37,10078.72,10003.0,10059.96,6.13031004
2018-01-15 05:00:00,9980.29,10077.28,10061.73,10039.28,2.00963289
2018-01-15 06:00:00,10025.09,10151.15,10044.27,10136.0,3.42171801
2018-01-15 07:00:00,9900.11,10145.65,10136.0,10012.65,13.67436116
2018-01-15 08:00:00,9950.13,10038.02,10012.62,10021.93,11.72012674
2018-01-15 09:00:00,9951.17,10116.75,10020.21,10097.08,14.54144096
2018-01-15 10:00:00,10052.8,10143.79,10073.33,10114.2,18.27813686
2018-01-15 11:00:00,9981.09,10129.35,10117.22,10111.0,19.1469533
2018-01-15 12:00:00,10078.86,10345.0,10111.0,10345.0,21.16492032
2018-01-15 13:00:00,10245.5,10351.92,10342.46,10348.98,31.33871531
2018-01-15 14:00:00,10300.78,10479.72,10348.98,10371.51,25.29461014
2018-01-15 15:00:00,10250.0,10378.31,10371.51,10336.47,17.73246383
2018-01-15 16:00:00,10241.34,10383.04,10336.48,10368.8,18.75884669
2018-01-15 17:00:00,10188.8,10388.99,10368.8,10201.81,22.09521714
2018-01-15 18:00:00,10162.72,10258.36,10199.75,10230.76,14.7594988
2018-01-15 19:00:00,10111.56,10259.0,10230.75,10220.64,19.32203124
2018-01-15 20:00:00,10061.13,10256.5,10212.02,10100.56,27.63175644
2018-01-15 21:00:00,10100.0,10203.4,10104.94,10198.01,17.18240983
2018-01-15 22:00:00,10139.05,10203.99,10199.94,10162.64,16.21007826
